productType,variantId,sku,prices,tax,categories,images,name.en,name.jp,description.en,description.jp,slug.en,slug.jp,metaTitle.en,metaTitle.jp,metaDescription.en,metaDescription.jp,metaKeywords.en,metaKeywords.jp,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,colorFreeDefinition.jp,details.en,details.jp,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
main,1,M0E20000000DQ9F,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 68040#sunrise-store-berlin;EUR 79538#sunrise-store-vienna;DE-EUR 59850#sunrise-store-munich;DE-EUR 66150#sunrise-store-cologne;DE-EUR 66150#sunrise-store-hamburg;US-USD 68040#sunrise-store-boston-2;USD 79538#sunrise-store-chicago;US-USD 59850#sunrise-store-boston-1;US-USD 66150#sunrise-store-sanfrancisco;US-USD 66150#sunrise-store-newyork,standard,Sale>Men,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,Boots Alden brown,ブーツオールデンブラウン,,,alden-bootsl-4083-brown,alden-bootsl-4083-brown,,,,,,,Stiefel Alden braun,,alden-stiefel-4083-braun,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9F,73438,alden,no,,39,5,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,2,M0E20000000DQ9G,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 59220#sunrise-store-berlin;EUR 81112#sunrise-store-vienna;DE-EUR 64260#sunrise-store-munich;DE-EUR 66780#sunrise-store-cologne;DE-EUR 56700#sunrise-store-hamburg;US-USD 59220#sunrise-store-boston-2;USD 81112#sunrise-store-chicago;US-USD 64260#sunrise-store-boston-1;US-USD 66780#sunrise-store-sanfrancisco;US-USD 56700#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9G,73438,alden,no,,39.5,5.5,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,3,M0E20000000DQ9H,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 59850#sunrise-store-berlin;EUR 85838#sunrise-store-vienna;DE-EUR 58590#sunrise-store-munich;DE-EUR 57330#sunrise-store-cologne;DE-EUR 64260#sunrise-store-hamburg;US-USD 59850#sunrise-store-boston-2;USD 85838#sunrise-store-chicago;US-USD 58590#sunrise-store-boston-1;US-USD 57330#sunrise-store-sanfrancisco;US-USD 64260#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9H,73438,alden,no,,40,6,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,4,M0E20000000DQ9I,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 64260#sunrise-store-berlin;EUR 78750#sunrise-store-vienna;DE-EUR 62370#sunrise-store-munich;DE-EUR 64890#sunrise-store-cologne;DE-EUR 68040#sunrise-store-hamburg;US-USD 64260#sunrise-store-boston-2;USD 78750#sunrise-store-chicago;US-USD 62370#sunrise-store-boston-1;US-USD 64890#sunrise-store-sanfrancisco;US-USD 68040#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9I,73438,alden,no,,40.5,6.5,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,5,M0E20000000DQ9J,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 58590#sunrise-store-berlin;EUR 84262#sunrise-store-vienna;DE-EUR 63000#sunrise-store-munich;DE-EUR 69300#sunrise-store-cologne;DE-EUR 69300#sunrise-store-hamburg;US-USD 58590#sunrise-store-boston-2;USD 84262#sunrise-store-chicago;US-USD 63000#sunrise-store-boston-1;US-USD 69300#sunrise-store-sanfrancisco;US-USD 69300#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9J,73438,alden,no,,41,7,brown,brown,褐色,,,braun,,,,business,men,s15,TRUE,,,
,6,M0E20000000DQ9K,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 62370#sunrise-store-berlin;EUR 85050#sunrise-store-vienna;DE-EUR 67410#sunrise-store-munich;DE-EUR 56700#sunrise-store-cologne;DE-EUR 59850#sunrise-store-hamburg;US-USD 62370#sunrise-store-boston-2;USD 85050#sunrise-store-chicago;US-USD 67410#sunrise-store-boston-1;US-USD 56700#sunrise-store-sanfrancisco;US-USD 59850#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9K,73438,alden,no,,41.5,7.5,brown,brown,褐色,,,braun,,,,business,men,s15,TRUE,,,
,7,M0E20000000DQ9L,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 63630#sunrise-store-berlin;EUR 74025#sunrise-store-vienna;DE-EUR 61740#sunrise-store-munich;DE-EUR 61110#sunrise-store-cologne;DE-EUR 67410#sunrise-store-hamburg;US-USD 63630#sunrise-store-boston-2;USD 74025#sunrise-store-chicago;US-USD 61740#sunrise-store-boston-1;US-USD 61110#sunrise-store-sanfrancisco;US-USD 67410#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9L,73438,alden,no,,42,8,brown,brown,褐色,,,braun,,,,business,men,s15,TRUE,,,
,8,M0E20000000DQ9M,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 67410#sunrise-store-berlin;EUR 83475#sunrise-store-vienna;DE-EUR 65520#sunrise-store-munich;DE-EUR 68040#sunrise-store-cologne;DE-EUR 58590#sunrise-store-hamburg;US-USD 67410#sunrise-store-boston-2;USD 83475#sunrise-store-chicago;US-USD 65520#sunrise-store-boston-1;US-USD 68040#sunrise-store-sanfrancisco;US-USD 58590#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9M,73438,alden,no,,42.5,8.5,brown,brown,褐色,,,braun,,,,business,men,s15,TRUE,,,
,9,M0E20000000DQ9N,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 61740#sunrise-store-berlin;EUR 71662#sunrise-store-vienna;DE-EUR 66780#sunrise-store-munich;DE-EUR 59220#sunrise-store-cologne;DE-EUR 59220#sunrise-store-hamburg;US-USD 61740#sunrise-store-boston-2;USD 71662#sunrise-store-chicago;US-USD 66780#sunrise-store-boston-1;US-USD 59220#sunrise-store-sanfrancisco;US-USD 59220#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9N,73438,alden,no,,43,9,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,10,M0E20000000DQ9O,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 65520#sunrise-store-berlin;EUR 72450#sunrise-store-vienna;DE-EUR 57330#sunrise-store-munich;DE-EUR 59850#sunrise-store-cologne;DE-EUR 63000#sunrise-store-hamburg;US-USD 65520#sunrise-store-boston-2;USD 72450#sunrise-store-chicago;US-USD 57330#sunrise-store-boston-1;US-USD 59850#sunrise-store-sanfrancisco;US-USD 63000#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9O,73438,alden,no,,43.5,9.5,brown,brown,褐色,,,braun,,,,business,men,s15,TRUE,,,
,11,M0E20000000DQ9P,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 66780#sunrise-store-berlin;EUR 77962#sunrise-store-vienna;DE-EUR 64890#sunrise-store-munich;DE-EUR 64260#sunrise-store-cologne;DE-EUR 57330#sunrise-store-hamburg;US-USD 66780#sunrise-store-boston-2;USD 77962#sunrise-store-chicago;US-USD 64890#sunrise-store-boston-1;US-USD 64260#sunrise-store-sanfrancisco;US-USD 57330#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9P,73438,alden,no,,44,10,brown,brown,褐色,,,braun,,,,business,men,s15,TRUE,,,
,12,M0E20000000DQ9Q,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 57330#sunrise-store-berlin;EUR 70875#sunrise-store-vienna;DE-EUR 69300#sunrise-store-munich;DE-EUR 58590#sunrise-store-cologne;DE-EUR 61740#sunrise-store-hamburg;US-USD 57330#sunrise-store-boston-2;USD 70875#sunrise-store-chicago;US-USD 69300#sunrise-store-boston-1;US-USD 58590#sunrise-store-sanfrancisco;US-USD 61740#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9Q,73438,alden,no,,44.5,10.5,brown,brown,褐色,,,braun,,,,business,men,s15,TRUE,,,
,13,M0E20000000DQ9R,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 64890#sunrise-store-berlin;EUR 75600#sunrise-store-vienna;DE-EUR 56700#sunrise-store-munich;DE-EUR 63000#sunrise-store-cologne;DE-EUR 62370#sunrise-store-hamburg;US-USD 64890#sunrise-store-boston-2;USD 75600#sunrise-store-chicago;US-USD 56700#sunrise-store-boston-1;US-USD 63000#sunrise-store-sanfrancisco;US-USD 62370#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9R,73438,alden,no,,45,11,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,14,M0E20000000DQ9S,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 69300#sunrise-store-berlin;EUR 77175#sunrise-store-vienna;DE-EUR 61110#sunrise-store-munich;DE-EUR 63630#sunrise-store-cologne;DE-EUR 66780#sunrise-store-hamburg;US-USD 69300#sunrise-store-boston-2;USD 77175#sunrise-store-chicago;US-USD 61110#sunrise-store-boston-1;US-USD 63630#sunrise-store-sanfrancisco;US-USD 66780#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9S,73438,alden,no,,45.5,11.5,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,15,M0E20000000DQ9T,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 56700#sunrise-store-berlin;EUR 81900#sunrise-store-vienna;DE-EUR 68670#sunrise-store-munich;DE-EUR 67410#sunrise-store-cologne;DE-EUR 60480#sunrise-store-hamburg;US-USD 56700#sunrise-store-boston-2;USD 81900#sunrise-store-chicago;US-USD 68670#sunrise-store-boston-1;US-USD 67410#sunrise-store-sanfrancisco;US-USD 60480#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9T,73438,alden,no,,46,12,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,16,M0E20000000DQ9U,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 60480#sunrise-store-berlin;EUR 74812#sunrise-store-vienna;DE-EUR 59220#sunrise-store-munich;DE-EUR 61740#sunrise-store-cologne;DE-EUR 64890#sunrise-store-hamburg;US-USD 60480#sunrise-store-boston-2;USD 74812#sunrise-store-chicago;US-USD 59220#sunrise-store-boston-1;US-USD 61740#sunrise-store-sanfrancisco;US-USD 64890#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9U,73438,alden,no,,46.5,12.5,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
,17,M0E20000000DQ9V,EUR 78750;EUR 51639 b2b;USD 78750;USD 51639 b2b;DE-EUR 63000;IT-EUR 63000;GB-EUR 63000;DE-EUR 68670#sunrise-store-berlin;EUR 79538#sunrise-store-vienna;DE-EUR 59850#sunrise-store-munich;DE-EUR 66150#sunrise-store-cologne;DE-EUR 65520#sunrise-store-hamburg;US-USD 68670#sunrise-store-boston-2;USD 79538#sunrise-store-chicago;US-USD 59850#sunrise-store-boston-1;US-USD 66150#sunrise-store-sanfrancisco;US-USD 65520#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073438_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4083 HY,73438,M0E20000000DQ9V,73438,alden,no,,47,13,brown,brown,褐色,,,braun,,,,business,men,s15,,,,
main,1,M0E20000000ED7F,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 16536#sunrise-store-berlin;EUR 21465#sunrise-store-vienna;DE-EUR 15423#sunrise-store-munich;DE-EUR 14469#sunrise-store-cologne;DE-EUR 15741#sunrise-store-hamburg;US-USD 16536#sunrise-store-boston-2;USD 21465#sunrise-store-chicago;US-USD 15423#sunrise-store-boston-1;US-USD 14469#sunrise-store-sanfrancisco;US-USD 15741#sunrise-store-newyork,standard,Sale>Women>Clothing;Women>Clothing>Trouser,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,Shorts “Beppina“ TrueNYC beige,ショーツ“ Beppina” TrueNYCベージュ,,,trueny-shorts-beppina-2012-beige,trueny-shorts-beppina-2012-beige,,,,,,,Shorts „Beppina“ TrueNYC beige,,trueny-shorts-beppina-2012-beige,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7F,81238,truenyc,yes,,xxs,24,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,2,M0E20000000ED7G,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 14310#sunrise-store-berlin;EUR 21862#sunrise-store-vienna;DE-EUR 16536#sunrise-store-munich;DE-EUR 14628#sunrise-store-cologne;DE-EUR 16854#sunrise-store-hamburg;US-USD 14310#sunrise-store-boston-2;USD 21862#sunrise-store-chicago;US-USD 16536#sunrise-store-boston-1;US-USD 14628#sunrise-store-sanfrancisco;US-USD 16854#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7G,81238,truenyc,yes,,xxs,25,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,3,M0E20000000ED7H,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 14469#sunrise-store-berlin;EUR 18881#sunrise-store-vienna;DE-EUR 15105#sunrise-store-munich;DE-EUR 15741#sunrise-store-cologne;DE-EUR 15423#sunrise-store-hamburg;US-USD 14469#sunrise-store-boston-2;USD 18881#sunrise-store-chicago;US-USD 15105#sunrise-store-boston-1;US-USD 15741#sunrise-store-sanfrancisco;US-USD 15423#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7H,81238,truenyc,yes,,xs,26,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,4,M0E20000000ED7I,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 15582#sunrise-store-berlin;EUR 21266#sunrise-store-vienna;DE-EUR 16059#sunrise-store-munich;DE-EUR 14310#sunrise-store-cologne;DE-EUR 16377#sunrise-store-hamburg;US-USD 15582#sunrise-store-boston-2;USD 21266#sunrise-store-chicago;US-USD 16059#sunrise-store-boston-1;US-USD 14310#sunrise-store-sanfrancisco;US-USD 16377#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7I,81238,truenyc,yes,,xs,27,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,5,M0E20000000ED7J,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 17331#sunrise-store-berlin;EUR 18484#sunrise-store-vienna;DE-EUR 16377#sunrise-store-munich;DE-EUR 15264#sunrise-store-cologne;DE-EUR 16695#sunrise-store-hamburg;US-USD 17331#sunrise-store-boston-2;USD 18484#sunrise-store-chicago;US-USD 16377#sunrise-store-boston-1;US-USD 15264#sunrise-store-sanfrancisco;US-USD 16695#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7J,81238,truenyc,yes,,s,28,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,6,M0E20000000ED7K,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 15105#sunrise-store-berlin;EUR 18682#sunrise-store-vienna;DE-EUR 17331#sunrise-store-munich;DE-EUR 15582#sunrise-store-cologne;DE-EUR 14310#sunrise-store-hamburg;US-USD 15105#sunrise-store-boston-2;USD 18682#sunrise-store-chicago;US-USD 17331#sunrise-store-boston-1;US-USD 15582#sunrise-store-sanfrancisco;US-USD 14310#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7K,81238,truenyc,yes,,s,29,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,7,M0E20000000ED7L,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 15264#sunrise-store-berlin;EUR 19875#sunrise-store-vienna;DE-EUR 15900#sunrise-store-munich;DE-EUR 16536#sunrise-store-cologne;DE-EUR 16218#sunrise-store-hamburg;US-USD 15264#sunrise-store-boston-2;USD 19875#sunrise-store-chicago;US-USD 15900#sunrise-store-boston-1;US-USD 16536#sunrise-store-sanfrancisco;US-USD 16218#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7L,81238,truenyc,yes,,m,30,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,8,M0E20000000ED7M,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 16377#sunrise-store-berlin;EUR 18086#sunrise-store-vienna;DE-EUR 16854#sunrise-store-munich;DE-EUR 15105#sunrise-store-cologne;DE-EUR 17331#sunrise-store-hamburg;US-USD 16377#sunrise-store-boston-2;USD 18086#sunrise-store-chicago;US-USD 16854#sunrise-store-boston-1;US-USD 15105#sunrise-store-sanfrancisco;US-USD 17331#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7M,81238,truenyc,yes,,m,31,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,9,M0E20000000ED7N,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 14787#sunrise-store-berlin;EUR 19478#sunrise-store-vienna;DE-EUR 17013#sunrise-store-munich;DE-EUR 16059#sunrise-store-cologne;DE-EUR 17490#sunrise-store-hamburg;US-USD 14787#sunrise-store-boston-2;USD 19478#sunrise-store-chicago;US-USD 17013#sunrise-store-boston-1;US-USD 16059#sunrise-store-sanfrancisco;US-USD 17490#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7N,81238,truenyc,yes,,l,32,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,10,M0E20000000ED7O,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 15900#sunrise-store-berlin;EUR 19676#sunrise-store-vienna;DE-EUR 14787#sunrise-store-munich;DE-EUR 16218#sunrise-store-cologne;DE-EUR 15105#sunrise-store-hamburg;US-USD 15900#sunrise-store-boston-2;USD 19676#sunrise-store-chicago;US-USD 14787#sunrise-store-boston-1;US-USD 16218#sunrise-store-sanfrancisco;US-USD 15105#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7O,81238,truenyc,yes,,xl,33,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,11,M0E20000000ED7P,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 16059#sunrise-store-berlin;EUR 21068#sunrise-store-vienna;DE-EUR 16695#sunrise-store-munich;DE-EUR 17331#sunrise-store-cologne;DE-EUR 17172#sunrise-store-hamburg;US-USD 16059#sunrise-store-boston-2;USD 21068#sunrise-store-chicago;US-USD 16695#sunrise-store-boston-1;US-USD 17331#sunrise-store-sanfrancisco;US-USD 17172#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7P,81238,truenyc,yes,,xxl,34,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,12,M0E20000000ED7Q,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 17172#sunrise-store-berlin;EUR 19080#sunrise-store-vienna;DE-EUR 14310#sunrise-store-munich;DE-EUR 15900#sunrise-store-cologne;DE-EUR 14787#sunrise-store-hamburg;US-USD 17172#sunrise-store-boston-2;USD 19080#sunrise-store-chicago;US-USD 14310#sunrise-store-boston-1;US-USD 15900#sunrise-store-sanfrancisco;US-USD 14787#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7Q,81238,truenyc,yes,,xxxl,35,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,13,M0E20000000ED7R,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 16218#sunrise-store-berlin;EUR 20471#sunrise-store-vienna;DE-EUR 14628#sunrise-store-munich;DE-EUR 16854#sunrise-store-cologne;DE-EUR 15105#sunrise-store-hamburg;US-USD 16218#sunrise-store-boston-2;USD 20471#sunrise-store-chicago;US-USD 14628#sunrise-store-boston-1;US-USD 16854#sunrise-store-sanfrancisco;US-USD 15105#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7R,81238,truenyc,yes,,xxxl,36,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
,14,M0E20000000ED7S,EUR 19875;EUR 13033 b2b;USD 19875;USD 13033 b2b;DE-EUR 15900;IT-EUR 15900;GB-EUR 15900;DE-EUR 17172#sunrise-store-berlin;EUR 20670#sunrise-store-vienna;DE-EUR 15582#sunrise-store-munich;DE-EUR 17172#sunrise-store-cologne;DE-EUR 16059#sunrise-store-hamburg;US-USD 17172#sunrise-store-boston-2;USD 20670#sunrise-store-chicago;US-USD 15582#sunrise-store-boston-1;US-USD 17172#sunrise-store-sanfrancisco;US-USD 16059#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/081238_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,BEPPINA ROMBO 2012,81238,M0E20000000ED7S,81238,truenyc,yes,,xxxl,37,beige,beige,ベージュ,,,beige,,,,sporty,women,s15,,,,
